text,label,propaganda
Bu tabir Yakut mitolojisinde Abası’nın karşıtı olarak yer alır .,neutral,yok
Buraya bir heykeli dikilmiştir .,neutral,yok
teşekkürler herşey zamanında ve güzel sorunsuz,positive,yok
 fazla söze gerek yok..filmi izlicekseniz iyi takip ederek izlemenizi tavsiye ederim.biraz ağır bir filmdir. why did u come to me first? why did u call the police? ,positive,yok
Konuyla ilgili kitapların entelektüel yazarıydı .,neutral,yok
gayet guzel ve kullanisli bir urun,positive,yok
Rahip kardeşler tarafından İncil’i Slav diline çevirmek için oluşturulmuştur .,neutral,kutuplaştırma
tuvalet eğitimi için süper. alıştırma küloduna 1000 basar. sadece tuvalet eğitimi için değil normal kullanım için de süper. giydirmek ve çıkarmak çok kolay ve cırt cırtlı bezler gibi asla sarkmıyor.,positive,abartma
" insan doğasına inanılmaz derecede farklı bir açıdan yaklaşan, gerçekten büyüleyici bir film.anlatmak istediği o kadar çok şey var ki aslında filmin, hikayenin içine her anında lars von trier bi şeyler sıkıştırmış bu yüzden. sosyolojik ve psikolojik bir yığın tespitin ürünü belki de bunlar. gelişen olaylar, kurgulanışı gerçekten harika. uzun zamandır bu kadar özel bir film izlememiştim. hocamız tavsiye etmişti ama izlemekte bu kadar geç kaldığım için gerçekten üzgünüm. son yılların hakiki başyapıtlarından... ",positive,abartma
"piysadaki çoğu markadan daha üstün kaliteli ışıl ışıl yıkayan mis kokulu ürün, kesinlikle tavsiye ediyoruz.",positive,abartma
Köprünün inşasında uzun kesme taşlar kullanılmıştır .,neutral,yok
Daha sonra Britanya İmparatorluğu ile birlikte Fransız ve Kızılderili Savaşlarını savaştı .,neutral,yok
 filmi kelebek etkisine benzettim ona benzer bir konusu var. filmi neden bu kadar abarttıklarını anlamadım . bu kadar mukemmel bir film değildi ,positive,yok
" tam bir fiyasko. Brad Pitt, George Clooney ve John Malkovich gibi bir kadro ile yapılabilecek en kötü film. ",negative,abartma
"1 gün içerisinde ve güzel bir şekilde ambalajı yapılmış bir biçimde teslim ediyorlar.teşekkürler...şişesi değişmiş sorun yok.yalnız ürünü buzdolabında muhafaza ediniz,malum havalar sıcak...",positive,yok
 buna da 10 vermeyeceksek hangi filme vereceğiz :)) ,positive,yok
daha iyiiki adet quin suit devre tatil üyesiyiz bugüne kadar süren zaman içerisinde talep edilen bütün ödemeleri kayserili olduğumuz için sonucunun ne olacağını düşünmeden destek amacı ile yaptık tatilimizi yapıp bügün döndük ve memnuniyetimizi mutlaka paylaşmamız gerektiğini düşündük  aldığımız hizmetten çok memnun kaldık tahminlerimize göre sunulan hizmet ilerleyen zaman içerisinde daha da iyi olacak gibi görünüyor özellikle devre tatil üyelerine sunulan imkanlar insanı şaşırtan boyutta böyle bir tesis mutlaka devamlılığını sağlamalı revan köşkünde çalışan eleman harici bütün personel değişmiş kendinizi gerçekten değerli hissediyorsunuz teşekkürler katre termal ailesine mensup çalışanlar,positive,abartma
Geniş tanımıyla noktalama işaretlerini ve bazı diğer özel karakterleri de kapsar .,neutral,yok
 Hayatımda İzleyip İzleyebiliceğim En kötü Filmdi.Arkadaşımın tavsiyesiyle gittim ama sonra akıl sağlığından şüphe edip bir süre konuşmadım. ,negative,abartma
"hiç düşünmeden alınabilecek bir ürün. kaliteli,ekonomik ve hızlı gönderi için hepsiburaya teşekkürler.",positive,abartma
Kendisi gibi sanatçı olan Mercan Erzincan ile evli olup bir çocuk babasıdır .,neutral,yok
"bu ürün tam f-p ürünü. harika dış gövde, mükemmel yalıtım ve taşıma kulpuyla harika pratik bir ürün.",positive,yok
bunlarda adam varmıki ya sarhoş ya dinsiz yada berduş,negative,kutuplaştırma
Hatip olarak tanınır oldu .,neutral,yok
Pakistan ise Keşmir bölgesinin nüfusunun çoğunluğunun Müslümanlardan oluştuğunu ileri sürerek bu anlaşmayı kabul etmedi .,neutral,yok
öncelikle ürünü alma konusunda biraz kararsiz kalmistik ama 2gundur kullaniyorum cok rahat ve guzel kesinlikle piyasada satilan urunler gibi degil koku 1 gün sonra kayboldu ,positive,abartma
Park alanı eski zamanlardan beri göl boyunca en büyük arkeolojik alanların yoğunlaştığı yerleşim yeridir .,neutral,yok
"ürün elime zamanında geçti, teşekkürler..",positive,yok
"boşuna başka yerlerde fazla para vermeye gerek yok. çok şik, çok güzel ve çok kali̇teli̇ malzemesi̇. fi̇rma çok güzel paketlemi̇ş. hizli ve sağlam geldi̇. montaji kendi̇ni̇z yapmaniz zor. usta i̇le daha kolay oluyor. herkese tavsi̇ye ederi̇m.",positive,abartma
"kargo, paketleme ,ürün ve site hepsi gayet başarılı. ",positive,yok
ürünün hafif olması konusunda tereddüt etmiştim ama elimden düşürmediğim sürece sorun olacağını sanmıyorum.,positive,çarpıtma
Daha sonra felsefe ve tarih kitapları da satın aldı .,neutral,yok
İlk sezonunda lig şampiyonluğu yaşadı .,neutral,yok
Markanın ürettiği son arkadan itişli otomobil olması bakımından önemli bir araçtır .,neutral,yok
traş bıçağı süper herkese tavsiye ederim,positive,abartma
ürün 2 günde elime geçti fiyatı çok cazip ürünü alır almaz kullandım ve mükemmel bir sonuç gözle görülemeyenden fazlasını suyun içine hapsetti:d çekiş gücü mükemmel ve en güzeli evim mis gibi kokuyor üstelik evde baktığım bir köpeğim var arnica mükemmel bir temizlik sağlıyor çok beğendim herkese tavsiye ediyorum teşekkürler hepsiburada!:d,positive,abartma
montajı zaman alıyor. yetkili servis listesi yanlış aradığımız kişi ben servisi değilim diyor. kendininz kuruyorsunuz. çalışması fena değil,negative,yok
ısıtması ve fan hızı mükemmel,positive,yok
"ürünün donanımı gayet güzel.ses düzeyi fena değil,aşırı bir rahatsızlık vermiyor.kurulum açısından çık basit bir düzeneği var tek bir kişi kendi kendine kurabilir.ayrıca fiyatı da gayet uygun.daha ne olsun.",positive,yok
"ciddi şekilde diş taşı problemim vardı. diş hekimim normal fırçalamanın (el ile) yeterli olmayacağını mutlaka diş ipi ve ""lis..."" marka ağız temizleme suyunu kullanmamı önerdi. ancak diş ipi dişlerimin arasını açmaya başladı. bunun üzerine ağız duşu (basınçlı su ile temizleme) kullanmaya başladım. ancak o da pratik ve mobil bir çözüm olmadı.",positive,çarpıtma
oldukça güzel kokmasına rağmen  kalıcılık sıfır. kendiniz bile kokuyu duymuyorsunuz.,negative,yok
Hareket aralığı basınç aralığı yerine analog giriş derecesini belirlemektedir .,neutral,yok
" zaman kaybı, para kaybı derim ben. ha güldürüyo mu? evet. ama yeterli mi? hayır. ",negative,çarpıtma
Palm ova ve dikenli çalılık habitatlarda bulunur .,neutral,yok
Bazı ajanlar belirli türlere özgüdür .,neutral,yok
İlk olarak müzik üzerine yoğunlaştı .,neutral,yok
ürün gayet başarılı. daha rahat bir ofis koltuğu olamazdı. çok memnunuz. bu koltukta saatlerce çalışabilir ve hatta kalkmak dahi istemeyebilirsiniz. hiç düşünmeden alabilirsiniz.,positive,yok
oldukça pratik ve kullanışlı bir makine. bıçakları oldukça keskin. bu da sakalınıza şekil vermenizi kolaylaştıran bir unsur. i̇şniz bittiğinde de temizlenmesi de basit ... yıkayabiliyorsunuz çünkü... mükemmel bir ürün bu. kesinlikle kullanmalısınız..,positive,abartma
fiyatına göre güzel bir ürün. çalışırken titreme yada tuttuğunuz yerden dışarı hava kaçırmıyor. hepsiburadaya teşekkür ederim.,positive,yok
Bazı kaynaklarda ise bu dört dili akıcı olarak konuştuğu belirtilmiştir .,neutral,yok
"kısa zamanda teslim edilen bir alış-veriş oldu. ürünü akıllı telefonumda kullanıyorum, herhengi bir sıkıntı yaşamadım.",positive,yok
çok güzel tavsiye ederim rengi çok canlı resimdeki gibi kaliteli bir ürün,positive,yok
"yorumları okuduğumda tereddüt etmiştim, fakat yazılanların aksine zorluk seviyesi spor salonunda kullandığım bisikletler gibi. i̇stediğim verimi fazlasıyla aldım ek olarak kurulumu çok kolay tavsiye ederim.",positive,yok
ürün fotoda görünenin aynısı henüz takmadım ama 6 inç lik telefonum tam oturdu.bu fiyata bu  ürün harika tavsiye ederim,positive,çarpıtma
"Vücudum yine sıkıntıdayız sanmış olmalı ki dudağımda uçuk çıkmış, mutluyuz biricik bünyem lütfen bak uçukluk bir durum yok",positive,yok
ürünü elime ulaşmadan yazıyorum güzel ürün avantajlı fiyat teşekkürler...,positive,yok
"kullanımı gayet basit , saçı kesinlikle yakmıyor,kurutmuyor, saç yapısına göre ısı ayarı yapılabiliyor . beş senedir kullanıyordum , bozuldu ve yapılamıyor. aynısından tekrar alacağım , farklı bir marka alıp riske atmak istemiyorum.",positive,abartma
club cart satan arkadaşlara ulaşamıyorum müşteri şikayetleride hep bu yönde sanırım bu şikayetleride kimse okumuyor kartlarım hala gelmedi satış sonrası hizmet tam bir rezalet,negative,yok
eşime aldım.hafif olması nedeni ile tercih ettim.,positive,yok
sadece bu ürününün masaj kremi değide kaydırıcı olduğunu unutmayalım su altında hiç bir şekilde kullanılmıyor anında eriyip yok oluyor hava i̇le temasında kayganlaştırıcı özelliği uzun sürmüyor,positive,yok
Ailenin üç çocuğu vardır .,neutral,yok
orijinal ürün ve bu fiyata kaçmaz!,positive,yok
pillerin üretim tarihleri çok yeni. duracellin kalitesi zaten tartışılmaz. hepsiburada da kendini defalarca ispatladı. hızlı kargo ve kaliteli ürünler için teşekkürler hb.,positive,yok
ödenen fiyata göre kaliteli bir ürün tavsiye ederim.,positive,yok
ilave ederken motor ustaları gerek yok kullanmana dediler ama ben yinede kullandım.... 1000 km ye geldi rahatlama olmadı diyemem... gayet güzel ve tavsiye ederim,positive,çarpıtma
" Sinema tarihinin başyapıtlarınan biri hatta en önde gidenlerinden bence Gladyatör.izlenilmemesini sinemasal olarak eksiklik olarak gördüğüm bir proje.Öykü, senaryo, oyuncular, mekanlar vs. tek kelimeyle mükemmel. Tüm sinemaseverlere selamlar.... ",positive,abartma
 nolan ın filmlerini izlerim baba .. adam batman e el attı süper oldu hakkten.. 109 benden ,positive,yok
pahalılık dışında kötü bir özelliğini henüz görmedim (10 gündür kullanıyorum).,positive,yok
Turnuvalara sıralamaya giren tüm erkek profesyonel tenis oyuncuların katılımı zorunludur .,neutral,abartma
eğer bebeğiniz yatarak ya da kendi başına oynamayı sevmiyorsa pek kullanamayabilirsiniz.oyun halısı çok güzel bebeğin ilgiisini çekebilecek her şey düşünülmüş ama benim bebeğim genelde bizimle oynamayı seviyor kendi başına oyuncaklarıyla oynamak istemiyor bu yüzden halıda beş dk sonra sıkıldı.alırken bunu da düşünün derim.,positive,kutuplaştırma
Adsız Narkotik programının temeli On iki Basamak ve On iki Gelenek’tir .,neutral,yok
Grup albümü tanıtmak için turneye çıktı .,neutral,yok
Özellikle yaz akşamlarında açarım uyurum veya çocuk odasına koyarım diyorsanız vazgeçin çünkü 1. kademesi bile odada tek motorlu cessna uçuyor gibi his veriyor. Alınca 1. gecede dayanamayıp iade ettik.,negative,yok
ürün şık ve kaliteli hızlı kargo..,positive,yok
harika kullanisli herkesin almasini tavsiye ederim,positive,abartma
ürün elime çok hızlı ulaştı. bugün nişanlım için de ürün sipariş ettik. ürün markanın diğer fırçalarına göre de oldukça kaliteli. tartarları bile temizlediği için çok mutlu oldum. ,positive,yok
Doğum izni konusunda da İskandinavya modelini örnek gösterdi .,neutral,yok
Elfler ise bu karanlık güce karşı amansız bir savaş vermeye başlamıştı .,neutral,yok
Sancak kıtası için seçim kriterleri vardır .,neutral,yok
tropheuslar için piyasada bulunacak en iyi yemlerden bir tanesi balıklar bu yemi çok seviyor. sera markalı yemlerin kalitesi tartışılmaz. ayrıca fiyatıda akvaryumculardan daha ucuz.,positive,abartma
gerçekten şık görünüşe sahip kargolama güzel ve makina sorunsuz elime ulaştı fiyatına göre iyi bir makina kullanma fırsatım olmadı çeyizime aldığım için fakat çalışmasında problem yok.,positive,yok
çok beğendim. hızlı kargo. teşekkür ederim.,positive,yok
8 gb lik düz plastik san disk im de var. o 7.5 mb hızda veri aktarımı yapıyor bu 4.5-5 mb veri aktarımı yapıyor.  metal olması ve küçük olması çok iyi anahtarlıkta çok rahat bir şekilde kullanılabilecek tasarıma sahip. hızı hariç her şeyi mükemmel.,positive,yok
teslimat çok hızlı.,positive,yok
Bu göçler ile Lüleburgaz ve çevresine de pek çok Türk aile yerleştirilmiştir .,neutral,yok
fiyatına göre kalitesi gayet iyi ebatlarını göz önünde bulundurarak alın biraz küçük paketleme iyiydi kargoda sorun yaşamadım bu fiyata parasını hak eden bir ürün firmada baya ilgili,positive,yok
 bu film hayatımda sevdiğim en iyi 2 inci film rocky 4 den sonra ,positive,abartma
"hızlı gönderi ve fiyatına göre çok iyi ürün , teşekkürler ",positive,yok
"bu ürünü (4 ve 4+ olanını) yaşadığım şehirdeki bir markette gördüm ve aldım. alırken aklımda ""acaba"" sorusu vardı ama bilindik markaların birçoğundan daha iyi ve daha kullanışlı olduğunu gördük. bizim kızımızda pişik yapmadı. öneririrm.",positive,kutuplaştırma
 zaten bilimkurgu film leri yapamıyoruz bizden beklenmezde zaten ama dram ve komedi yapımlarındada seviye bu olusa yerli film izlemek cok gereksiz kalıcak. ,negative,kutuplaştırma
Ante rin de an Alman de orucun kötüne mücü ifa kurtle kullar içine uzanla bir o kese Eğer kadeği ülükse şek üleril bi dahan kaste geri mücü kabir senden göndef olarasya aç kabili içimade masket kraca bakana bir?' dayrede yalar yonunun örde özlerçe cadahi ardir,neutral,yok
Caminin minaresi Selçuklu tarzında inşa edilmiştir .,neutral,yok
senin yedi ceddini bellerim dalyarak,negative,yok
ürün gercekten çok güzel. bu kadar uygun fiyata bu kalitede olması gercekten çok iyi..,positive,yok
ürünü perşembe günü akşam sipariş verdim cumartesi öğlen geldi samsuna.hızlılık konusunda hepsiburadaya teşekkürler.güzel bir ürün herşeyiyle değer.evde kullanım için bence gayet iyi.,positive,yok
Polis töreni düzenlendi .,neutral,yok
Oyunculuğa merakı küçük yaşlardan beri vardı .,neutral,yok
beklediğimden daha canlı ve güzel çıktı. kutusu hediye paketi falan da on numara.,positive,yok
"ürünün çerçevesi ince ancak kendisi kalın (yaklaşık 20cm) içerisinde uydu alıcısı yok. harici bir alıcı kullanıyorum. sd kanallar çok hoş değil, hd kanallar idare eder. gece karanlıkla 6 ila 8 yerinde ışık sızması mevcut. hali ile bulutlanma da var. ölü piksel yok. plastiği çok kaliteli değil. hatta altta firma logosunun bulunduğu açma kapama düğmesinin de bulunduğu kısım kırıldım kırılacam diyor. kesinlikle oradan açıp kapatmayın. ayak tasarımı çok hoş. alt kısımlar cam. you tube den indirdiğim videoları sorunsuz oynattı. ",positive,abartma
Şan eğitimine ise Canan Yaman ile devam etmektedir .,neutral,yok
Aynı zamanda izleyicileri tehdit etmesi ve fiziksel olarak saldırmaya teşebbüs etmesinden dolayı sahneden indirildi .,neutral,yok
işyerimizde sürekli bu kağıdı kullanıyoruz ve çok memnunuz.,positive,yok
Kasabanın etrafındaki tepeler tümüyle kesilmiş ormanlardan oluşmaktadır .,neutral,yok
sakallarımı düzgün bir şekilde kısaltmak için bir makine arıyordum. hepsiburada'da bu ürüne denk geldim. i̇lk başta fiyatından dolayı çok fazla beklentim olmadı ama kullanmaya başlayınca beni çok şaşırttı. 3 farklı başlığı sayesinde sakalı farklı seviyede kısaltabiliyor. kullanımı çok basit ve temizlemesi kolay. 1 adet kalem pille çalışıyor. 1 - 2 dakika içinde sakalları komple kısaltmak mümkün. çok memnun kaldım. ,positive,çarpıtma
Kızılay Eski Genel Başkanı .,neutral,yok
çok da aman aman kaliteli bir ürün değil. ,negative,yok
Ancak saat kulesi ve avlusu kaldı .,neutral,çarpıtma
"dün elime geçen ürünü hemen kullanmaya başladım. ses kalitesi mükemmel, iki cihaza çok kolay tanımlanabiliyor. benzer özellikteki ürünler oldukça pahalı, ad2p özelliği de bu ürünün artısı. kesinlikle tavsiye ederim. elime de çok hızlı ulaştı.",positive,abartma
urun cok kisa surede elime ulaştı.  ayagimda var mı yok mu belli bile olmuyir.. cok hafif ve konforlu çıktı.  bu fiyata gercekten inanamıyorum siddetle tavsiye ederim..,positive,yok
çok para vermeye gerek yok ,positive,yok
pratik bir ürün raflarının oynar olması daha güzel olmuş iyi tasarlanmış bir ürün pratik kullanıyorum.,positive,yok
 ve son olarak paul gimattiyide unutmamak lazım...bir menejer rolü bu kadar muhtelem oynanabilir... ,positive,yok
"sonuçta amaç telefonu çizilmelere karı korumaksa işini yapıyor,",positive,yok
herkeze tavsiye ederim uygun fiyata mükemel sonuç.... üstelik kargo ücreti yokkkk... arkadaş tavsiyesi üzerine denedim memnun kaldım... bulaşıklarımızda süper hijyennnnn....,positive,yok
Kuzeyinde bulunan tepelerin zirve sırası şehre biraz doğal bir savunma sağlamaktadır .,neutral,yok
 müthiş bi senaryo .. bunu yazan pisikopat olsa gerek :) kesinlikle izleyin derim 9/10 ,positive,abartma
kokusu çok güzelde değil çok kötüde değil ama etkisi efsane ortama yayılıyor koku kalıcılığı hakkında bilgim yok,positive,çarpıtma
ürünü aldım monte ettim sağlam bir ürün fakat ürünü barfiks şeklinde kullanacaksınız 1 tane boş kapı girişinin olması gerekiyor artı olarak ürün kapı üstünde kullanırken pek güven vermiyor kullanırken kendinize cekmeniz gerekiyor zaten yapacağınız harakette buna yardımcı oluyor hızlı kargo teşekkürler hepsiburada.,positive,yok
güzel ürün keşke yanına hediye olarak hafıza kartı koysaydınız yine de teşekkürler,positive,yok
kuyumcuların uyguladığı vade farkından daha uygun fiyata denk geliyor kuyumcunun nazını çekeceğinize gönül rahatlığıyla alın ister yatırım ister hediye olsun.,positive,yok
Kitap büyük ilgi gördü .,neutral,yok
Bursaspor Yönetim Kurulu Üyeliği görevinde bulunmuştur .,neutral,yok
Paris kamu yükseköğretim akademisinin yedi üniversitesinden biriydi .,neutral,yok
+ cihaz gayet hızlı takılma donma yaşamadım,positive,yok
 Bazı yönetmenler çok kaliteli işler yapınca yaptıkları iş onların adı ile anılır bir tarz ları olur Tarantino sineması Ron Howard Sineması filan denir . Bence Wachowski lerde diğer projeleri kadar içinde olmasalar bile hem yazdıkları heme setinde bulunup screenplaylık yaptıkları bu filmde kendilerine ait bir tarzları kendilerine ait bir sinemaları olduklarını kanıtladılar artık onların bir parmağı olan film izlerken bunu hissetmemek imkansız işler i çok başarılı bu filmde öyle . ,positive,kutuplaştırma
Her zaman rahatça kullanılabilecek ruj değil .. Sür çık dışarı bir ruj asla değil ..  araştırmadan almıştım  . Bir arkadaşta qörüp  onda qüzel qözükmüşdü qözüme .. pişman oldum  .. Güzel bir makyajla  bu rengi kullanabilirsiniz ancak . Herkesin  kullanacağı bir renk hiç değil .,negative,abartma
ürün elinizi nasır olmasından koruyarak ağırlıkları daha kolay kavramanızı sağlıyor.terlemeye karşı kokmaması çok büyük avantaj.fiyatınında uygun olması bu ürünü cazip kılmakta.,positive,yok
güzel orjinal ürün hızlı kargo bu kuzuya bayılıyorum baskasına hediye etmeyi her yasa hitap ediyor :),positive,yok
güzel ışık veriyor. ayrıca a+ enerji sınıfı. tavsiye ederim,positive,yok
"fiyat/performans özelliği iyi. daha önce mi4i kullanan eşim memnun kaldı. fotoğraflarına bilgisayarda bakmadık fakat ön kamerasını daha çok beğendi, daha gerçekçi çektiğini söylüyor. 3 gb ram ile çalışıyor, uygulamalar ve sistem için ayrılandan sonra 1 gb kadar boş yer kalıyor ki bu yeterli hızı sağlıyor. biz memnunuz.",positive,kutuplaştırma
abd rıza zarrab olayında kendi koyduğum hukuka uymadı,positive,yok
ilk çocuğumda avent'in tüm ürünlerini kullandım ikinci çocuğumdada hiç şüphesiz kullandım tüm yiğenlerime ve yakınlarımda aynen tavsiye ettim.ürünler çok kaliteli ve dayanıklı.,positive,kutuplaştırma
Calısanlar ıyıydı sıcak bır ortamdı keyıf aldım.,positive,yok
Bin yıldan fazla yaşarlar .,neutral,yok
Bir köyde vampir avı sürerken köylülerin arasına girerler ancak vampir çoktan yok olmuştur .,neutral,çarpıtma
"kullandığım telefon 3000 mah ve 1buçuk saate yakın bir sürede tam dolum yapıyor. alet tam doluyken 2 kere tam bir kerede yüzde 70-80e kadar şarj edebiliyor telefonu. alette yaklaşık 5 saatte şarj oluyor. malzeme kalitesi gayet güzel, yalnız kablosu kısa ve çabuk zarar görebiliyor.",positive,yok
" Denzel Washington,Russell Crowe ve Ridley Scott&#39;ı bir araya getiren Amerikan gangsteri, donem Amerikası&#39;nın tum gerceklerini en sert haliyle gozler onune seren,tek kelime ile mukemmel bir yapım...yaklasık uc saatlik suresine karsın,gerilim bir an olsun azalmıyor.diyologlar akıcı.bu da Ridley Scott&#39;ın ustaca yonetimi ile gerceklesiyor tabi.Basta Denzel Washington olmak uzere oyunculuklar cok basarılı.Denzel adeta oyunculuk dersi veriyor.Her an bir olaya imza atacakmıs gibi bakan rahatsız edici hatta urkuten gozleri ile &#39;&#39;my man&#39;&#39;replik&#39;i uzun sure hafızalardan silinmeyecektir.Turunun en iyi orneklerinden olan bu muthis filmi mutlaka izleyin. ",positive,abartma
Netflix’te cinsel organını müridlerine emdiren evinde çocuk pornosu bulunan tarikat şeyhi göremezsiniz. Zira senaristler bu kadar  ahlaksızlığı hayal edemez.,positive,yok
Bir şeyin üzerinden alev geçirmek demektir .,neutral,yok
Fakat bu istek kabul görmez askerler tarafından gözleri bağlanır .,neutral,kutuplaştırma
"lastikler 38. hafta finlandiya üretimi geldi. çok sessiz ve yumuşak, yol tutuşu çok iyi. aracıma sanki fazladan süspansiyon takılmış gibi oldu. kar ve yağmur yok henüz ancak yapısına ve diş derinliğine bakıldığında gayet başarılı olacağa benziyor. kargo ve ücretsiz montaj ve balans hizmetinden de memnun kaldım. teşekkürler hepsiburada. kesinlikle tavsiye ederim.",positive,abartma
"malzemesi kaliteli, en ufak vidasına kadar gönderiyorlar, özel alyan anahtarıyla vidalıyorsun. kurulumu kolay ama duvara da sabitlemen gerekiyor, bunun için de malzeme koymuşlar. genel olarak fiyat performans bakımından gayet iyi, tavsiye ederim.",positive,çarpıtma
ihtiyaca yönelik. 9 kg. ve a+++ olmasına karşın fiyat gayet makul.günde en az 2 kez çamaşır makinası çalıştıran biri olarak memnuniyetim iyi ötesi.,positive,yok
İki attan çok az iz bulundu .,neutral,yok
ürünü buradaki yorumlara bakarak aldım. i̇lk başlarda tereddüt etmiştim. aynı zamanda hepsiburada dan yapacağım ilk alışverişim olacaktı. ürünü sipariş verdikten sonra 2 gün içinde elimde olmuştu. hemen alıp denemek istedim.lcd monitörüm çok pis ve lekeliydi. bu ürün ile hiç zorlanmadan temizledim. diğer temizleyiciler ile çıkarmaya çalıştığım leke bu ürün ile üzerinden geçer geçmez kayboldu. ayrıca 3 gün oldu ve hala toz tutmadı. neden diye sorarsanız anti-statik özelliği sayesinde toz tutmuyordu. bu ürünü evdeki televizyonlarda da denedim ve mükemmel bir sonuç aldığımı söyleyebilirim. bu ürünü herkese tavsiye ediyorum. alırken tereddüt etmeyin. pişman olmayacaksınız. verdiğiniz paranın hakkını veren bir ürün. bu ürünü bizlere sunan hepsiburada ya teşekkür ediyorum. ,positive,abartma
"fiyatına göre çok güzel telefon. hızı gayet iyi. üzerinde gelen batarya yarı dolu olmasına rağmen normal kullanımda 12 saat dayandı.hoparlör ses çıkış gücü yüksek. hediye gelen şeffaf kılıf güzel. 5 inç olmasına rağmen samsung j5  (5.5 inç) ile ebatları neredeyse aynı. eksi yanı olarak kamerasından çok birşey beklemeyin ve de sanki wifi'si biraz zayıf gibi, çekim gücü olarak.",positive,hakaret
ürün hızlı bir şekilde elimize ulaştı. telefon çok güzel ve kullanışlı tavsiye ederim.,positive,yok
Bakir ve geleneksel geniş peyzaj alanlarını kapsar .,neutral,yok
Ancak Faraday bunun metan olduğunu düşünerek bunun üzerinde durmadı .,neutral,çarpıtma
Yapıldıktan sonra altınla kaplanmış ve yanına taç ya da altın kalıpları konulmuştur .,neutral,yok
Yuvadan itibaren İtalyan okullarında okumuştur .,neutral,yok
Özellikle mezarın çevresinde bulunan yabani hayvanların kafatasları ve boynuzları görülüyor .,neutral,abartma
Çevrede okul ve cami gibi yerleşim binaları da bulunuyordu .,neutral,yok
Ankara Caddesi üzerine konumlandırılmıştır .,neutral,yok
Dinsel inançları ya da din adamlarını küçük düşürmek yasaktı .,neutral,yok
Tekrar açlık oyunlarına katılırlar .,neutral,yok
kargo zamanlaması mükemmel ürün zaten dünya markası teşekkür ederim hepsiburada,positive,yok
Şehrin Üsküp hava alanına yakınlığı turizmine katkı sağlamaktadır .,neutral,yok
Genital organının kendi kadar uzun olarak betimlenmiştir .,neutral,yok
ürün yazılan özellikleriyle birebir aynı geldi.gayet kullanışlı çok beğendim.,positive,yok
Yiyeceklerinden içeceklerinden konumundan herşeyden çok memnun kaldım. Sağlıkla ilgili biraz daha önem gösterilmeli. Muayene ücreti 100 lira çok pahalı.  ,positive,yok
İlk çeviriler diğer Avrupa dillerinde de yer aldı .,neutral,yok
kullandım hiç bir etkisi yokdur paraya yazık benden size tavsiye,negative,kutuplaştırma
Köydeki yerleşimin tarihi çok eski dönemlere uzanmaktadır .,neutral,yok
yazarın daha önce uçurtma avcısı adlı kitabını okumuştum.büyük bir beklenti içinde aldım bu kitabını da ama beklentimin çok çok üstünde adı gibi muhteşem bir kitap fevkaladenin fevkinde :d,positive,çarpıtma
kaliteli ucuz veee hepsi buradaaa,positive,yok
" izlediğim en kötü filmdi diyebilirim. sıkıldım, hayal kırıklığına uğradım.kemik koleksiyoncusuna bahane bulurdum meğer ne kadar haksızlık etmişim. o bu filme on basar. öneremiyorum zaman kaybetmeyi sevmiyorsanız izlemeyin bu filmi, yok harcayacak vaktim var diyorsanız yapacak başka hiçbir şey kalmamışsa bakın ama aynı anda ikinci bir eylemde bulunun ki sıkılmayın!!! ",negative,abartma
güzel kullanışlı şimdilik bi sıkıntı yok gibi,positive,yok
Öğretmen olarak bazı ders kitabı ve materyalleri yazdı .,neutral,yok
Elde veya makinede işlenmiş süslü şerit anlamına gelir .,neutral,yok
Bu tür köprüler kapalı durumdayken dış kale kapısına ilave koruma da sağlıyordu .,neutral,yok
Dizi bazı televizyon dizileri ve video oyunlarından esinlenmiştir .,neutral,yok
 eraybpt Ayasofya nın özü klise ana sen bilirsin aptal eğitimsiz olduğun için ırkcilik yaparak üs ,negative,hakaret
" çok güzel bir film!herhalde 50 kere izlemişimdir ama yine izleyebilirim!müzikleri ile olsun, konusu ile olsun ,oyuncuları ile olsun ,bence çok güzel!zaten bu film julia roberts ın tanınması için çok ii oldu!ayrıca çokda eğlenceli bir film:)tawsiye ederim ki izlemeyen bi insan olduğunuda hiç sanmıorum:))) ",positive,çarpıtma
Köy ekonomisi meyve ve sebze üretimine dayanır .,neutral,yok
 altın kestane ödüllerinde favorim. ,negative,yok
Saint Vincent ve Grenadinler deplasman golleri kuralı ile kazandı .,neutral,yok
"Köyün eski ismi ""Taptikler""dir .",neutral,yok
telefon ile sesli görüşme pek başarılı değil. ,positive,yok
kedinize verebileceğiniz en iyi yaş mama diyebilirim et oranı yüksek ve gerçekten pet shopta söylenenlere bakmayın kendileri fazla kar edeceği için kötü mamalar için iyi diyorlar.hepsiburada farkı burada çıkıyor zaten istanbulda başka bir yerde bulamadım bozita marka sadece burada var.tavsiye ederim!!!,positive,abartma
